Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Is spam,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Page type,Page category
Рідне | Сайти,https://www.ridne.design/?6434c043_page=42&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 15:50:00,2026-03-11 16:26:26,,,,
👲 Domain Report 👲,https://byteshort.xyz/report/73723,en,,200,50,0,0,0,3661,4107,0,0,https://uspacy.ua/,navigate here,uspacy.ua,&nbsp,,,text,true,true,true,false,false,false,true,,,pagefound,2026-01-20 06:45:05,2026-01-20 06:45:05,,,Site page > Services,Internet > Web services > Development
Безплатні та доступні CRM для українських стартапів - Бізнес новини Одеси,https://www.048.ua/list/540466,uk,,200,44,0,25065,0,9,9,0,0,https://uspacy.ua/,"та інтегруються з популярними сервісами. Розглянемо, що може дати сучасна",українська CRM-система,"стартапу, та як вибрати оптимальний варіант для молодої компанії.",,,text,false,true,false,false,false,false,true,,,linkfound,2026-02-09 04:34:14,2026-02-09 04:34:14,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=12&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 01:27:34,2026-02-14 15:04:47,,,,
Чи справді український бізнес відмовляється від російських CRM-систем? Дослідження Ringostat за 2021-2024 роки,https://blog-test-kameo.ringostat.com/uk/chy-spravdi-ukrainskyi-biznes-vidmovliaietsia-vid-rosiiskykh-crm-system/,uk,"ecommerce, wordpress",200,67,0,12586,0,22,22,0,0,https://uspacy.ua/,,Uspacy,.,,,text,false,false,false,false,false,false,true,,,pagefound,2025-09-10 15:20:05,2025-09-20 05:57:24,,Ольга Феоктістова,,
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 14.02.2025,https://uspacy.com.br/company/events/teperuseyasno/2025-02-14/,"uk, pt",,200,0,0,0,0,9,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-02-14/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-02-25 15:18:42,2026-03-04 23:47:54,,,,
Вебінар «Тепер усе ясно» | Використання Умовних дій | 12.06.2025,https://uspacy.pl/company/events/teperuseyasno/2025-06-12/,"uk, pl",,200,0,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-06-12/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-05-30 06:58:53,2026-02-22 16:41:55,,,,
"Google відібрав перші українські стартапи 2024 року, які отримають гранти",https://espreso.tv/tekhnologiyi-google-vidibrav-9-ukrainskikh-startapiv-yaki-otrimayut-do-100-000-grantiv-perelik,uk,,200,69,0,324018,0,18,20,0,0,https://uspacy.ua/,,Uspacy,"– єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,true,false,false,false,true,,,pagefound,2024-06-13 18:32:01,2026-02-19 02:57:09,,,,
Головна Lviv Invest Forum 2023,https://investschool.com.ua/lvivinvestforum2023,uk,,200,13,0,0,0,6,6,0,0,https://uspacy.ua/,"онлайн-сервіс, єдиний робочий простір для організації щоденних процесів компанії -",ПЕРЕЙТИ,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-02-25 19:36:11,2026-03-02 20:49:16,,,,
"Як керувати підключеними скриньками? | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/9141252-%D1%8F%D0%BA-%D0%BA%D0%B5%D1%80%D1%83%D0%B2%D0%B0%D1%82%D0%B8-%D0%BF%D1%96%D0%B4%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%BC%D0%B8-%D1%81%D0%BA%D1%80%D0%B8%D0%BD%D1%8C%D0%BA%D0%B0%D0%BC%D0%B8,uk,,200,27,0,103,0,7,25,0,0,https://uspacy.ua/prices/,Детальніше з тарифами та їх можливостями можна ознайомитися на,окремій сторінці нашого сайту,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 10:43:31,2026-03-11 11:03:29,,,,
cricketinfo.co.in | few of top websites | page no. 403,https://www.cricketinfo.co.in/domain-list-403,en,,200,9,0,0,0,1041,2050,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-01-11 16:06:12,2026-02-20 02:04:56,,,Listing collection > Business,Sports > Team sports > Cricket
Як українському стартапу потрапити на міжнародну конференцію? Досвід Uspacy на TechChill Riga 2024 • Межа,https://mezha.ua/articles/yak-ukrainskomu-startapu-potrapyty-na-mizhnarodnu-konferentsiiu-dosvid-uspacy-na-techchill-riga-2024/,uk,,200,62,0,37676,6,17,23,0,0,https://uspacy.ua/,Дмитро Суслов – співзасновник та директор українського стартапу,Uspacy,", який створює",,,text,false,true,false,false,false,true,true,,,pagefound,2025-10-22 21:00:28,2026-03-10 16:50:13,,Дмитро Суслов,Article > Guide,Business > Small business > Business formation; Internet > Web services > Development; Jobs and education; Computers and electronics
Рідне | Сайти,https://www.ridne.design/?6434c043_page=59&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-08-01 19:21:20,2026-02-14 00:33:44,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=31&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 17:41:09,2026-03-11 11:58:33,,,,
surekha.co.in | few of top websites | page no. 403,https://www.surekha.co.in/domain-list-403,en,,200,7,0,0,0,1043,2067,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkfound,2025-03-01 15:11:10,2026-01-13 19:32:54,,,Listing collection > Business,Internet > Web services > Analytics
"Вебінар «Тепер усе ясно: CRM для юридичних компаній» — ефективне управління клієнтами, справами та документами | 31.07.2025",https://uspacy.eu/company/events/teperuseyasno/2025-07-31/,"uk, en",,200,41,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-07-31/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-08-25 15:38:15,2026-03-10 01:03:59,,,,
Advanced Customer Retention Strategies Every Beginner Should Try | Ranks Directory,https://ranksdirectory.com/advanced-customer-retention-strategies-every-beginner-should-try/,en,wordpress,200,51,0,0,28,3160,3769,0,0,https://uspacy.ua/,,uspacy,,,,text,true,true,false,false,false,false,true,,,pagefound,2024-12-31 15:01:28,2026-03-11 20:09:56,,,Article > How-to,Business > Business operations > Management
👲 Domain Report 👲,https://atomizelink.icu/report/73722,en,,200,50,0,0,0,3675,4120,0,0,https://uspacy.ua/,navigate here,uspacy.ua,&nbsp,,,text,true,true,true,false,false,false,true,,,linkfound,2026-02-18 22:16:21,2026-02-18 22:16:21,,,Site page > Services,Internet > Web services > Development
Рідне | Сайти,https://www.ridne.design/?6434c043_page=65&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-22 23:49:28,2026-02-14 06:53:49,,,,
generalknowledge.net.in | few of top websites | page no. 387,https://www.generalknowledge.net.in/domain-list-387,en,,200,0,0,0,0,1060,2134,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkfound,2025-12-18 05:43:37,2026-03-06 08:15:47,,,Listing collection > Business,Internet > Web services > Analytics; Reference > Listings > Business
Житомир.info | Ефективна віддалена робота: як об’єднати команду в єдиному цифровому просторі,https://zhitomir.info/news_233444.html,uk,,200,50,0,74892,0,18,23,0,0,https://uspacy.ua/,,Uspacy,"пропонує саме такий формат: стрічка новин для культури, центр комунікацій",,,text,false,true,false,false,false,false,true,,,pagefound,2026-03-09 17:39:57,2026-03-09 17:39:57,,,,
"Вебінар «Тепер усе ясно» | Uspacy для розробників: архітектура, API та інтеграції | 2.12.2025",https://uspacy.eu/company/events/teperuseyasno/2025-12-02/,"uk, en",,200,41,0,0,0,8,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-12-02/,,,,https://uspacy.ua/company/events/teperuseyasno/2025-12-02,308,canonical,false,false,false,false,false,false,true,,,pagefound,2025-12-04 01:26:33,2026-03-09 23:59:03,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=66&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 01:53:56,2026-02-14 08:16:39,,,,
newdirectory.org | few of top websites | page no. 403,https://www.newdirectory.org/domain-list-403,en,,200,39,0,0,3,1054,2103,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,true,true,,,linkrestored,2025-12-29 07:25:39,2026-02-18 19:55:55,,,Listing collection > Business,Internet > Web services > Analytics
Рідне | Сайти,https://www.ridne.design/?6434c043_page=10&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 17:20:00,2026-02-18 17:39:28,,,,
"Створення груп y Uspacy | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/7150707-%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B5%D0%BD%D0%BD%D1%8F-%D0%B3%D1%80%D1%83%D0%BF-y-uspacy,uk,,200,27,0,103,0,8,35,0,0,https://uspacy.ua/prices/,«Професійний». Детальніше про можливості та функціонал тарифів можна ознайомитися на,сторінці цін,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 11:42:48,2026-03-11 10:55:14,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=49&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 03:56:35,2026-02-14 00:45:29,,,,
Екосистемний підхід до CRM: відмова від «силосного мислення» на користь цілісної бізнес-стратегії - Бізнес новини Рівне,https://www.0362.ua/list/533469,uk,,200,29,0,9864,0,11,12,0,0,https://uspacy.ua/features/crm/,На зміну цій застарілій моделі приходить екосистемний підхід. Він розглядає,CRM для продаж,"не як програму одного відділу, а як ядро всієї бізнес-стратегії.",,,text,false,true,false,false,false,false,true,,,pagefound,2025-09-01 16:38:28,2026-01-27 20:19:39,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=6&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 13:30:08,2026-02-14 19:41:46,,,,
👲 Domain Report 👲,https://screenshots.wiki/report/96776,en,,200,49,0,0,0,3690,4122,0,0,https://uspacy.ua/,more information,uspacy.com.ua,&nbsp,https://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkfound,2026-02-13 13:32:17,2026-02-13 13:32:17,,,Site page > Home,Internet > Web services > Development
Advanced Customer Retention Strategies Every Beginner Should Try | 99 Best Site,https://99bestsite.com/advanced-customer-retention-strategies-every-beginner-should-try/,en,wordpress,200,51,0,0,28,3160,3767,0,0,https://uspacy.ua/,,uspacy,,,,text,true,true,false,false,false,false,true,,,pagefound,2024-12-31 16:19:17,2026-03-10 22:55:14,,,Article > How-to,Business > Business operations > Management
,http://uspacy.com.ua/,,,302,14,0,0,46,1,1,0,0,https://uspacy.ua/,,,,,,redirect,false,false,false,false,false,false,true,,,linkrestored,2023-04-01 07:47:23,2026-03-10 01:00:07,,,,
phinin.com | few of top websites | page no. 387,http://www.phinin.com/domain-list-387,en,,200,9,0,0,0,1050,2120,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-06-04 16:08:20,2026-02-10 17:33:40,,,Site page > About,Internet > Web services > Analytics
Рідне | Сайти,https://www.ridne.design/?6434c043_page=44&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 11:49:41,2026-02-14 03:54:21,,,,
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 14.02.2025,https://uspacy.pl/company/events/teperuseyasno/2025-02-14/,"uk, pl",,200,0,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-02-14/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-02-25 15:55:31,2026-03-06 04:50:56,,,,
"Добірка кращих українських сервісів, програм та мобільних застосунків для смартфона та комп’ютера | Друкарня",https://drukarnia.dev/articles/dobirka-ukrayinskikh-servisiv-ta-zastosunkiv-9nuYE,uk,,200,0,0,0,0,145,340,0,0,https://uspacy.ua/,📄,Uspacy,— це новий онлайн-сервіс та єдиний робочий простір з сучасними,,,text,false,true,false,true,false,false,true,,,linkfound,2025-12-27 00:41:36,2026-02-12 11:45:19,,Корисності для Ґаджетів,Article > Roundup,Internet > Web services > Development; Computers and electronics > Software > Internet
Рідне | Сайти,https://www.ridne.design/?6434c043_page=36&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 05:53:21,2026-03-11 09:38:12,,,,
Створення світових SAAS та CRM стартапів в Україні | На межі №2 Дмитро Суслов & Петро Савич,https://podcasts.nv.ua/episode/40060.html,uk,,200,77,0,1316193,0,18,33,0,0,https://uspacy.ua/,Uspacy:,https://uspacy.ua/,,,,text,false,false,false,false,false,false,true,,,pagefound,2025-05-02 22:52:26,2026-03-09 13:39:28,,,,
Українські стартапи отримають допомогу від Google for Startups - Root-Nation.com,https://root-nation.com/ua/news-ua/it-news-ua/ua-google-for-startups-ukraine-support-fund/,uk,,200,63,0,15225,0,25,29,0,0,https://uspacy.ua/,,Uspacy,"– єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,true,false,false,false,true,,,pagefound,2024-06-13 19:54:28,2026-02-17 04:08:17,,Svitlana Anisimova,,
w3bdirectory.com | few of top websites | page no. 387,http://www.w3bdirectory.com/domain-list-387,en,,200,22,0,0,0,1051,2114,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkfound,2026-02-05 00:35:44,2026-02-05 00:35:44,,,Site page > About,Internet > Web services > Analytics; Reference
Хто вперше представлятиме Україну The Next Web Conference 2025? • Межа,https://mezha.ua/news/hto-vpershe-predstavlyatime-ukrajinu-the-next-web-conference-2025-302150/,uk,,200,62,0,37676,1,27,36,0,0,https://uspacy.ua/,▪️,Uspacy,"— онлайн-сервіс для малого й середнього бізнесу, який поєднує в",,,text,false,true,true,false,false,true,true,,,pagefound,2025-10-22 05:32:43,2026-03-08 08:20:34,,Дмитро Казанцев,Article > News,Internet > Web services > Development; Computers and electronics > Software > Business; Business > Business services > Corporate events
"Вебінар «Тепер усе ясно» | Uspacy для розробників: архітектура, API та інтеграції | 2.12.2025",https://uspacy.pl/company/events/teperuseyasno/2025-12-02/,"uk, pl",,200,0,0,0,0,8,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-12-02,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-11-23 11:14:25,2026-03-03 17:47:43,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=60&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-10-08 00:15:29,2026-02-13 13:55:06,,,,
Радіо на «Межі» - Podcasts-Online.org,https://www.podcasts-online.org/it/radio-na-mezhi-1652351973,"uk, it",,200,46,0,2902,0,23,344,0,0,https://uspacy.ua/,Uspacy:,https://uspacy.ua/,,,,text,false,false,true,false,false,false,true,,,linkfound,2025-04-08 04:35:36,2026-02-14 21:36:47,,,Audio > Podcast,Business > Business services > Consulting; Entertainment > Online media > Other; Internet > Web services
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 14.02.2025,https://uspacy.eu/company/events/teperuseyasno/2025-02-14/,"uk, en",,200,41,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-02-14/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-02-25 18:55:47,2026-03-10 00:27:42,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=45&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 11:48:51,2026-02-14 03:53:32,,,,
Gp Service | Впровадимо Uspacy пiд ключ,https://gp-service.org.ua/,uk,,200,0,0,0,0,3,3,0,0,https://uspacy.ua/,,Спробувати,,,,text,false,false,false,false,false,false,true,,,pagefound,2025-04-15 00:04:14,2026-03-12 05:53:10,,,,
income.net.in | few of top websites | page no. 403,https://www.income.net.in/domain-list-403,en,,200,8,0,0,0,1065,2054,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2024-08-08 00:59:26,2026-02-01 22:08:20,,,Listing collection > Business,Finance; Internet > Web services > Analytics
Рідне | Сайти,https://www.ridne.design/?6434c043_page=16&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-25 17:52:07,2026-02-14 13:39:06,,,,
"CRM для різних ніш: як адаптувати систему під кафе, юристів і торгівлю - reNews",https://renews.com.ua/oglyady/crm-dlya-riznyh-nish-yak-adaptuvaty-systemu-pid-kafe-yurystiv-i-torgivlyu/,uk,wordpress,200,47,0,486809,0,5,5,0,5,https://uspacy.ua/features/crm/,"й емоції, тому швидкість та увага до деталей тут критичні.",CRM-система,"в цій ніші стає невидимим помічником, який структурує хаос і",,,text,false,true,false,false,false,false,true,,,linkfound,2026-03-05 23:19:42,2026-03-11 06:15:25,,Advertising Master,,
onemilliondomains.com | few of top websites | page no. 387,https://www.onemilliondomains.com/domain-list-387,en,,200,8,0,0,0,1052,2121,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-05-06 01:20:29,2026-02-10 01:30:36,,,Site page > Services,Internet > Web services > Development
,https://uspacy.com.ua/,,,302,14,0,0,11,1,1,0,0,https://uspacy.ua/,,,,,,redirect,false,false,false,false,false,false,true,,,linkfound,2023-03-27 10:41:57,2026-03-10 05:09:46,,,,
Google оголосив першу в 2024 році групу українських стартапів для фінансування • Межа,https://mezha.ua/2024/06/13/google-nazvav-ukrainski-startapy/,uk,,200,62,0,37676,1,28,35,0,0,https://uspacy.ua/,,Uspacy,"– єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,false,false,false,true,true,,,pagefound,2025-10-19 21:17:28,2026-03-10 16:06:57,,Євгенія Губіна,Article > News,Business > Business finance > Venture capital; Finance > Financial aid > Government grants; Internet > Web services
lifesblog.com | few of top websites | page no. 387,http://www.lifesblog.com/domain-list-387,en,,200,4.7,0,0,0,1051,2118,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-06-02 14:02:44,2026-02-08 22:55:35,,,Listing collection > Business,Internet > Web services > Analytics; Reference
new.net.in | few of top websites | page no. 403,https://www.new.net.in/domain-list-403,en,,200,8,0,0,0,1065,2100,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkfound,2024-08-25 07:28:46,2026-02-08 00:49:55,,,Listing collection > Business,Internet > Web services > Analytics
Які українські стартапи будуть представлені на Web Summit,https://speka.ua/news/8-ukrayinskix-startapiv-na-web-summit-u-lisaboni-9347xv,uk,,200,58,0,9139,0,29,31,0,0,https://uspacy.ua/,,Uspacy,"— це онлайн робочий простір, призначений для організації щоденних процесів",,,text,false,true,true,false,false,false,true,,,linkfound,2025-12-07 16:28:23,2026-03-09 00:18:26,,Kateryna Romanenko,,
AGROIT FORUM 2026: Цифрові технології та ІТ-рішення для агробізнесу — DIGITALFORUM.PRO,https://www.digitalforum.pro/agroitforum2026,"uk, en",,200,25,0,11,14,55,64,0,2,https://uspacy.ua/,,,,,,image,false,true,false,false,false,false,true,,,linkfound,2026-02-21 17:05:27,2026-02-23 17:17:11,,,Site page > Services,Business > Forestry > Agricultural; Computers and electronics > Software > Business; Home
"Вебінар «Тепер усе ясно» | Uspacy для розробників: архітектура, API та інтеграції | 2.12.2025",https://uspacy.pl/company/events/teperuseyasno/2025-12-02/,"uk, pl",,200,0,0,0,0,8,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-12-02/,,,,https://uspacy.ua/company/events/teperuseyasno/2025-12-02,308,canonical,false,false,false,false,false,false,true,,,pagefound,2025-11-23 11:14:25,2026-03-03 17:47:43,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=61&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-22 00:44:54,2026-02-21 22:44:34,,,,
"Справи в Uspacy | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/7845463-%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%B8-%D0%B2-uspacy,uk,,200,27,0,103,0,7,31,0,0,https://uspacy.ua/prices/,Якщо ви є користувачами,комерційних тарифних планів,", то одразу під час планування справи ви можетестворити посилання",,,text,false,true,true,false,false,false,true,,,linkfound,2025-04-11 08:39:37,2026-03-11 10:49:17,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=47&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 07:49:39,2026-02-14 02:42:00,,,,
LVIV INVEST FORUM 2023,https://investschool.com.ua/investforumtl,uk,,200,13,0,0,0,7,7,0,0,https://uspacy.ua/,"онлайн-сервіс, єдиний робочий простір для організації щоденних процесів компанії -",ПЕРЕЙТИ,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-02-25 18:17:31,2026-03-03 01:38:39,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=24&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-25 07:57:03,2026-02-14 13:19:26,,,,
Локальна CRM vs професійне рішення: що вибрати для бізнесу у 2025 році,https://freeradio.com.ua/lokalna-crm-vs-profesiine-rishennia-shcho-vybraty-dlia-biznesu-u-2025-rotsi/,uk,wordpress,200,41,0,62145,0,11,11,0,0,https://uspacy.ua/features/crm/,розгорнути сервіс на власних серверах чи довіритися хмарному провайдеру. Вибір,CRM-системи,"визначає не тільки бюджет, а й гнучкість, безпеку та потенціал",,,text,false,true,false,false,false,false,true,,,pagefound,2025-11-16 13:41:32,2026-03-07 14:01:38,,,,
websitesreports.com | few of top websites | page no. 403,https://www.websitesreports.com/domain-list-403,en,,200,4.7,0,0,0,1040,2050,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-04-11 02:43:29,2026-01-21 04:01:03,,,Listing collection > Business,Internet > Web services > Analytics
"Десктопний застосунок Uspacy | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/8826053-%D0%B4%D0%B5%D1%81%D0%BA%D1%82%D0%BE%D0%BF%D0%BD%D0%B8%D0%B9-%D0%B7%D0%B0%D1%81%D1%82%D0%BE%D1%81%D1%83%D0%BD%D0%BE%D0%BA-uspacy,uk,,200,27,0,103,0,6,8,0,0,https://uspacy.ua/features/apps/,Знати та отримати потрібну версію застосунку можна на сторінці,нашого сайту.,,,,text,false,true,true,false,false,false,true,,,pagefound,2025-01-21 02:49:49,2026-03-11 21:26:16,,,,
"Драйвер прибутку 2025: СRM + IP-телефонія. Аналітика, AI, гнучкість",https://ringostat.com/uk/crm-conference/,uk,,200,67,0,12586,5,34,42,0,1,https://uspacy.ua/,,,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-08-12 23:35:09,2026-03-10 22:22:52,,,Site page > Services,Business > Business services > Consulting; Internet > Web services; Computers and electronics > Software > Business
"Коментарі в дописах Стрічки новин | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/10358485-%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D1%96-%D0%B2-%D0%B4%D0%BE%D0%BF%D0%B8%D1%81%D0%B0%D1%85-%D1%81%D1%82%D1%80%D1%96%D1%87%D0%BA%D0%B8-%D0%BD%D0%BE%D0%B2%D0%B8%D0%BD,uk,,200,27,0,103,0,6,25,0,0,https://uspacy.ua/prices/,"як пошук коментарів, так і їх закріплення доступне лише на",комерційних тарифах,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 02:49:15,2026-03-11 07:43:45,,,,
Впровадження та інтеграція Uspacy,https://www.itds.ua/uspacy,uk,cms,200,0,0,0,0,2,2,0,1,https://uspacy.ua/,,Детальніше,,,,text,true,false,false,false,false,false,true,,,linkrestored,2023-08-22 13:18:54,2026-03-07 07:59:57,,,,
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 28.08.2025,https://uspacy.com.br/company/events/teperuseyasno/2025-08-28/,"uk, pt",,200,0,0,0,0,9,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-08-28/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-09-25 23:07:32,2026-02-21 08:44:48,,,,
july.co.in | few of top websites | page no. 403,https://www.july.co.in/domain-list-403,en,,200,6,0,0,0,1077,2104,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2024-08-09 19:34:56,2026-03-08 08:09:10,,,Listing collection > Business,Internet > Web services > Analytics
CRM для юриста-фрілансера: мінімальний набір інструментів для сольної практики | Поради юриста,https://porady.org.ua/index.php/crm-dlya-yurysta-frilansera-minimalnyy-nabir-instrumentiv-dlya-solnoyi-praktyky,uk,,200,25,0,4517,0,19,25,0,0,https://uspacy.ua/cases/industries/legalcompany/,"Основні завдання, які вирішує впровадження",CRM для юристів,:,,,text,false,true,false,false,false,false,true,,,pagefound,2025-09-15 15:57:42,2026-03-08 07:36:54,,,,
